Día,Fecha,Hora,Local,Marcador,Visitante,Resultado,Sedes,Árbitro,Goles Local,Goles Visitante,Resultado Codificado
Sáb,2022-03-12,11:00:00,Alianza Atlético,3–1,USMP,Ganó Local,Estadio Municipal Melanio Coloma Calderó...,Michael Espinoza,3,1,0
Sáb,2022-03-12,13:15:00,Mannucci,1–0,Carlos Stein,Ganó Local,Estadio Mansiche,Pablo López,1,0,0
Sáb,2022-03-12,15:30:00,Melgar,1–0,Alianza Lima,Ganó Local,Estadio de la Universidad Nacional San A...,Edwin Ordóñez,1,0,0
Dom,2022-03-13,11:00:00,Sporting Cristal,2–2,Cantolao,Empate,Estadio Alberto Gallardo,Jordy Espinoza,2,2,1
Dom,2022-03-13,13:00:00,Atlético Grau,1–1,U César Vallejo,Empate,Estadio Municipal Bernales,Jonathan Zamora,1,1,1
Dom,2022-03-13,13:15:00,Sport Boys,1–2,Dep Municipal,Ganó Visitante,Estadio Miguel Grau del Callao,Joel Alarcón,1,2,2
Dom,2022-03-13,15:30:00,ADT Tarma,1–0,Sport Huancayo,Ganó Local,Estadio Huancayo,Luis Garay Evia,1,0,0
Dom,2022-03-13,15:30:00,Ayacucho,2–3,Binacional,Ganó Visitante,Estadio Ciudad de Cumaná,Fernando Legario,2,3,2
Sáb,2022-03-12,19:30:00,Universitario,1–1,Cienciano,Empate,Estadio Monumental,Luis Seminario,1,1,1
Sáb,2022-03-19,15:30:00,Cienciano,4–1,Sport Boys,Ganó Local,Estadio Inca Garcilaso de la Vega,Luis Garay Evia,4,1,0
Dom,2022-03-20,11:00:00,Cantolao,0–1,Melgar,Ganó Visitante,Estadio Miguel Grau del Callao,Roberto Pérez,0,1,2
Dom,2022-03-20,13:00:00,Carlos Stein,1–1,Sporting Cristal,Empate,Estadio César Flores Marigorda,Jesús Cartagena,1,1,1
Dom,2022-03-20,13:15:00,Dep Municipal,1–1,Atlético Grau,Empate,Estadio Iván Elías Moreno,Augusto Menéndez,1,1,1
Dom,2022-03-20,15:30:00,ADT Tarma,0–0,Ayacucho,Empate,Estadio Huancayo,Jordy Espinoza,0,0,1
Dom,2022-03-20,18:00:00,Binacional,1–0,Universitario,Ganó Local,Estadio Guillermo Briceño Rosamedina,Edwin Ordóñez,1,0,0
Sáb,2022-03-19,19:00:00,U César Vallejo,3–1,Alianza Atlético,Ganó Local,Estadio Mansiche,Pablo López,3,1,0
Lun,2022-03-21,15:30:00,UTC,3–4,Sport Huancayo,Ganó Visitante,Estadio Héroes de San Ramón,Joel Alarcón,3,4,2
Lun,2022-03-21,19:00:00,USMP,1–3,Mannucci,Ganó Visitante,Estadio de la Universidad Nacional Mayor...,José Mendoza,1,3,2
Vie,2022-03-25,15:30:00,USMP,0–1,Binacional,Ganó Visitante,Estadio de la Universidad Nacional Mayor...,Luis Seminario,0,1,2
Vie,2022-04-01,13:15:00,Sporting Cristal,4–1,USMP,Ganó Local,Estadio Alberto Gallardo,Roberto Pérez,4,1,0
Vie,2022-04-01,15:30:00,Ayacucho,3–2,UTC,Ganó Local,Estadio Ciudad de Cumaná,David Huaman,3,2,0
Sáb,2022-04-02,11:00:00,Sport Boys,1–3,Binacional,Ganó Visitante,Estadio Alberto Gallardo,Augusto Menéndez,1,3,2
Sáb,2022-04-02,13:15:00,Alianza Atlético,2–2,Dep Municipal,Empate,Estadio Municipal Melanio Coloma Calderó...,Edwin Ordóñez,2,2,1
Sáb,2022-04-02,15:30:00,Melgar,3–0,Carlos Stein,Ganó Local,Estadio de la Universidad Nacional San A...,José Mendoza,3,0,0
Dom,2022-04-03,15:00:00,Atlético Grau,1–2,Cienciano,Ganó Visitante,Estadio Municipal Francisco Mendoza Piza...,Jordy Espinoza,1,2,2
Dom,2022-04-03,18:30:00,Mannucci,0–0,U César Vallejo,Empate,Estadio Mansiche,Joel Alarcón,0,0,1
Lun,2022-04-04,20:00:00,Universitario,2–1,ADT Tarma,Ganó Local,Estadio Monumental,Hibert Villegas,2,1,0
Sáb,2022-04-09,11:00:00,Cantolao,0–2,Sport Huancayo,Ganó Visitante,Estadio Miguel Grau del Callao,Edwin Ordóñez,0,2,2
Sáb,2022-04-09,13:15:00,Dep Municipal,1–0,Mannucci,Ganó Local,Estadio Iván Elías Moreno,Kevin Ortega,1,0,0
Sáb,2022-04-09,15:30:00,Binacional,1–1,Atlético Grau,Empate,Estadio Guillermo Briceño Rosamedina,Roberto Pérez,1,1,1
Vie,2022-04-08,19:30:00,U César Vallejo,2–0,Sporting Cristal,Ganó Local,Estadio Mansiche,Michael Espinoza,2,0,0
Dom,2022-04-10,13:15:00,Alianza Lima,1–0,UTC,Ganó Local,Estadio Alejandro Villanueva,Hibert Villegas,1,0,0
Dom,2022-04-10,15:00:00,ADT Tarma,3–0,Sport Boys,Ganó Local,Estadio Huancayo,Gean Pierre Barbagelatta,3,0,0
Dom,2022-04-10,15:30:00,Ayacucho,1–2,Universitario,Ganó Visitante,Estadio Ciudad de Cumaná,Joel Alarcón,1,2,2
Dom,2022-04-10,18:00:00,USMP,2–0,Melgar,Ganó Local,Estadio de la Universidad Nacional Mayor...,Jordy Espinoza,2,0,0
Sáb,2022-04-09,19:00:00,Cienciano,5–0,Alianza Atlético,Ganó Local,Estadio Inca Garcilaso de la Vega,Jesús Cartagena,5,0,0
Vie,2022-04-15,13:00:00,Alianza Atlético,2–0,Binacional,Ganó Local,Estadio Municipal Melanio Coloma Calderó...,Joel Alarcón,2,0,0
Vie,2022-04-15,15:30:00,UTC,2–2,Cantolao,Empate,Estadio Héroes de San Ramón,Fernando Legario,2,2,1
Sáb,2022-04-16,13:00:00,Atlético Grau,4–1,ADT Tarma,Ganó Local,Estadio Municipal Bernales,Micke Palomino,4,1,0
Sáb,2022-04-16,13:15:00,Mannucci,0–2,Cienciano,Ganó Visitante,Estadio Mansiche,Edwin Ordóñez,0,2,2
Sáb,2022-04-16,15:30:00,Sporting Cristal,6–4,Dep Municipal,Ganó Local,Estadio Alberto Gallardo,Roberto Pérez,6,4,0
Dom,2022-04-17,11:00:00,Sport Boys,1–0,Ayacucho,Ganó Local,Estadio Miguel Grau del Callao,Jesús Cartagena,1,0,0
Dom,2022-04-17,15:00:00,Universitario,1–4,Alianza Lima,Ganó Visitante,Estadio Monumental,Kevin Ortega,1,4,2
Sáb,2022-04-16,19:00:00,Sport Huancayo,2–1,Carlos Stein,Ganó Local,Estadio Huancayo,Luis Garay Evia,2,1,0
Dom,2022-04-17,19:00:00,Melgar,1–0,U César Vallejo,Ganó Local,Estadio de la Universidad Nacional San A...,Augusto Menéndez,1,0,0
Vie,2022-04-22,13:15:00,Dep Municipal,1–3,Melgar,Ganó Visitante,Estadio Iván Elías Moreno,Kevin Ortega,1,3,2
Vie,2022-04-22,15:30:00,Ayacucho,1–2,Atlético Grau,Ganó Visitante,Estadio Ciudad de Cumaná,Hibert Villegas,1,2,2
Sáb,2022-04-23,15:30:00,Cantolao,1–2,Alianza Lima,Ganó Visitante,Estadio Miguel Grau del Callao,Jordy Espinoza,1,2,2
Sáb,2022-04-23,18:00:00,Binacional,2–1,Mannucci,Ganó Local,Estadio Guillermo Briceño Rosamedina,Jesús Cartagena,2,1,0
Vie,2022-04-22,19:00:00,Cienciano,0–1,Sporting Cristal,Ganó Visitante,Estadio Inca Garcilaso de la Vega,Luis Seminario,0,1,2
Dom,2022-04-24,11:00:00,Carlos Stein,2–0,UTC,Ganó Local,Estadio Víctor Montoya Segura,Luis Ciriaco Liñan,2,0,0
Dom,2022-04-24,12:30:00,USMP,1–1,Sport Huancayo,Empate,Estadio Iván Elías Moreno,Daniel Ureta,1,1,1
Dom,2022-04-24,15:00:00,ADT Tarma,1–2,Alianza Atlético,Ganó Visitante,Estadio Huancayo,Luis Garay Evia,1,2,2
Dom,2022-04-24,15:30:00,Universitario,1–1,Sport Boys,Empate,Estadio Monumental,Michael Espinoza,1,1,1
Sáb,2022-04-30,13:15:00,Sporting Cristal,1–0,Binacional,Ganó Local,Estadio Alberto Gallardo,Augusto Menéndez,1,0,0
Sáb,2022-04-30,15:30:00,Melgar,1–0,Cienciano,Ganó Local,Estadio de la Universidad Nacional San A...,Michael Espinoza,1,0,0
Dom,2022-05-01,11:00:00,Alianza Atlético,2–1,Ayacucho,Ganó Local,Estadio Municipal Melanio Coloma Calderó...,Joel Alarcón,2,1,0
Dom,2022-05-01,13:00:00,Atlético Grau,0–1,Universitario,Ganó Visitante,Estadio Municipal Bernales,Luis Seminario,0,1,2
Dom,2022-05-01,13:15:00,Mannucci,1–1,ADT Tarma,Empate,Estadio Mansiche,David Huaman,1,1,1
Dom,2022-05-01,15:30:00,Alianza Lima,5–2,Carlos Stein,Ganó Local,Estadio Alejandro Villanueva,Hibert Villegas,5,2,0
Dom,2022-05-01,18:00:00,Sport Huancayo,1–1,U César Vallejo,Empate,Estadio Huancayo,Jesús Cartagena,1,1,1
Lun,2022-05-02,13:15:00,Cantolao,0–1,Sport Boys,Ganó Visitante,Estadio Miguel Grau del Callao,Gean Pierre Barbagelatta,0,1,2
Lun,2022-05-02,15:30:00,UTC,3–1,USMP,Ganó Local,Estadio Héroes de San Ramón,Fernando Legario,3,1,0
Sáb,2022-05-07,13:15:00,Sport Boys,2–1,Atlético Grau,Ganó Local,Estadio Miguel Grau del Callao,Augusto Menéndez,2,1,0
Sáb,2022-05-07,15:30:00,Universitario,3–1,Alianza Atlético,Ganó Local,Estadio Monumental,Jesús Cartagena,3,1,0
Dom,2022-05-08,11:00:00,Carlos Stein,2–1,Cantolao,Ganó Local,Estadio Víctor Montoya Segura,Luis Seminario,2,1,0
Dom,2022-05-08,13:15:00,Dep Municipal,0–1,Sport Huancayo,Ganó Visitante,Estadio Iván Elías Moreno,Joel Alarcón,0,1,2
Dom,2022-05-08,15:00:00,ADT Tarma,1–1,Sporting Cristal,Empate,Estadio Huancayo,Kevin Ortega,1,1,1
Dom,2022-05-08,15:30:00,Ayacucho,2–2,Mannucci,Empate,Estadio Ciudad de Cumaná,Fernando Legario,2,2,1
Dom,2022-05-08,18:00:00,Binacional,0–1,Melgar,Ganó Visitante,Estadio Guillermo Briceño Rosamedina,Roberto Pérez,0,1,2
Sáb,2022-05-07,19:30:00,U César Vallejo,3–1,UTC,Ganó Local,Estadio Mansiche,Pablo López,3,1,0
Lun,2022-05-09,15:30:00,USMP,0–1,Alianza Lima,Ganó Visitante,Estadio Alberto Gallardo,Gean Pierre Barbagelatta,0,1,2
Vie,2022-05-13,13:15:00,Sporting Cristal,3–2,Ayacucho,Ganó Local,Estadio Alberto Gallardo,Carlos Lozano,3,2,0
Vie,2022-05-13,15:30:00,Melgar,3–0,ADT Tarma,Ganó Local,Estadio de la Universidad Nacional San A...,Luis Seminario,3,0,0
Sáb,2022-05-14,13:15:00,Cantolao,2–2,USMP,Empate,Estadio Miguel Grau del Callao,Daniel Ureta,2,2,1
Sáb,2022-05-14,15:30:00,UTC,4–3,Dep Municipal,Ganó Local,Estadio Héroes de San Ramón,Kevin Ortega,4,3,0
Dom,2022-05-15,13:15:00,Alianza Atlético,1–2,Sport Boys,Ganó Visitante,Estadio Municipal Melanio Coloma Calderó...,Roberto Pérez,1,2,2
Dom,2022-05-15,15:30:00,Mannucci,0–0,Universitario,Empate,Estadio Mansiche,Hibert Villegas,0,0,1
Dom,2022-05-15,18:00:00,Sport Huancayo,3–3,Cienciano,Empate,Estadio Huancayo,Jordy Espinoza,3,3,1
Sáb,2022-05-14,19:00:00,Alianza Lima,2–0,U César Vallejo,Ganó Local,Estadio Alejandro Villanueva,Joel Alarcón,2,0,0
Lun,2022-05-16,11:00:00,Carlos Stein,1–1,Atlético Grau,Empate,Estadio Víctor Montoya Segura,Pablo López,1,1,1
Sáb,2022-05-21,13:15:00,USMP,3–1,Carlos Stein,Ganó Local,Estadio Iván Elías Moreno,Beider Joel Vásquez Guevara,3,1,0
Sáb,2022-05-21,15:30:00,Cienciano,3–2,UTC,Ganó Local,Estadio Inca Garcilaso de la Vega,Jonathan Zamora,3,2,0
Vie,2022-05-20,19:30:00,U César Vallejo,0–1,Cantolao,Ganó Visitante,Estadio Mansiche,Luis Garay Evia,0,1,2
Dom,2022-05-22,11:00:00,Dep Municipal,0–3,Alianza Lima,Ganó Visitante,Estadio Iván Elías Moreno,Pablo López,0,3,2
Dom,2022-05-22,13:00:00,Atlético Grau,1–2,Alianza Atlético,Ganó Visitante,Estadio Municipal Bernales,Hibert Villegas,1,2,2
Dom,2022-05-22,13:15:00,Sport Boys,1–4,Mannucci,Ganó Visitante,Estadio Miguel Grau del Callao,Alejandro Villanueva,1,4,2
Dom,2022-05-22,15:30:00,Ayacucho,0–1,Melgar,Ganó Visitante,Estadio Ciudad de Cumaná,Roberto Pérez,0,1,2
Dom,2022-05-22,18:00:00,Binacional,1–0,Sport Huancayo,Ganó Local,Estadio Guillermo Briceño Rosamedina,Joel Alarcón,1,0,0
Sáb,2022-05-21,19:00:00,Universitario,1–1,Sporting Cristal,Empate,Estadio Monumental,Kevin Ortega,1,1,1
Sáb,2022-05-28,11:00:00,USMP,2–0,ADT Tarma,Ganó Local,Estadio Alberto Gallardo,Sebastián Lozano,2,0,0
Sáb,2022-05-28,18:00:00,Mannucci,1–0,Atlético Grau,Ganó Local,Estadio César Flores Marigorda,Augusto Menéndez,1,0,0
Dom,2022-05-29,11:00:00,Cantolao,0–2,Dep Municipal,Ganó Visitante,Estadio Miguel Grau del Callao,Daniel Ureta,0,2,2
Dom,2022-05-29,13:00:00,Carlos Stein,1–2,U César Vallejo,Ganó Visitante,Estadio Mansiche,Jonathan Zamora,1,2,2
Dom,2022-05-29,15:30:00,Melgar,2–0,Universitario,Ganó Local,Estadio de la Universidad Nacional San A...,Michael Espinoza,2,0,0
Lun,2022-05-30,15:30:00,Sport Huancayo,4–1,Alianza Atlético,Ganó Local,Estadio Huancayo,Edwin Ordóñez,4,1,0
Mar,2022-05-31,15:00:00,UTC,2–0,Binacional,Ganó Local,Estadio Héroes de San Ramón,Luis Garay Evia,2,0,0
Lun,2022-05-30,19:00:00,Alianza Lima,1–0,Cienciano,Ganó Local,Estadio Alejandro Villanueva,Roberto Pérez,1,0,0
Dom,2022-06-05,13:00:00,Sporting Cristal,3–0,Sport Boys,Ganó Local,Estadio Alberto Gallardo,Pablo López,3,0,0
Dom,2022-06-05,15:30:00,Sport Huancayo,2–0,Alianza Lima,Ganó Local,Estadio Huancayo,Jonathan Zamora,2,0,0
Sáb,2022-06-18,13:15:00,Dep Municipal,1–1,Carlos Stein,Empate,Estadio Iván Elías Moreno,Pablo López,1,1,1
Sáb,2022-06-18,15:30:00,Cienciano,1–0,Cantolao,Ganó Local,Estadio Inca Garcilaso de la Vega,Jonathan Zamora,1,0,0
Dom,2022-06-19,11:00:00,Sport Boys,0–1,Melgar,Ganó Visitante,Estadio Miguel Grau del Callao,Luis Garay Evia,0,1,2
Dom,2022-06-19,13:00:00,Atlético Grau,0–2,Sporting Cristal,Ganó Visitante,Estadio Municipal Bernales,Daniel Ureta,0,2,2
Dom,2022-06-19,13:10:00,Alianza Atlético,0–0,Mannucci,Empate,Estadio Municipal Melanio Coloma Calderó...,Jordy Espinoza,0,0,1
Dom,2022-06-19,15:00:00,ADT Tarma,1–2,UTC,Ganó Visitante,Estadio Huancayo,Robin Segura Tuanama,1,2,2
Dom,2022-06-19,15:20:00,Binacional,1–0,Alianza Lima,Ganó Local,Estadio Guillermo Briceño Rosamedina,Michael Espinoza,1,0,0
Sáb,2022-06-18,19:30:00,U César Vallejo,2–0,USMP,Ganó Local,Estadio Mansiche,Julio Quiróz,2,0,0
Lun,2022-06-20,15:00:00,Ayacucho,1–1,Sport Huancayo,Empate,Estadio Ciudad de Cumaná,Roberto Pérez,1,1,1
Vie,2022-06-24,15:30:00,UTC,1–2,Mannucci,Ganó Visitante,Estadio Héroes de San Ramón,Jasmani Chambi,1,2,2
Sáb,2022-06-25,15:30:00,Sporting Cristal,1–0,Alianza Atlético,Ganó Local,Estadio Alberto Gallardo,Edwin Ordóñez,1,0,0
Vie,2022-06-24,19:00:00,Melgar,1–0,Atlético Grau,Ganó Local,Estadio de la Universidad Nacional San A...,Jesús Cartagena,1,0,0
Dom,2022-06-26,11:00:00,Cantolao,3–0,ADT Tarma,Ganó Local,Estadio Miguel Grau del Callao,Luis Seminario,3,0,0
Dom,2022-06-26,13:00:00,Carlos Stein,2–2,Cienciano,Empate,Estadio Víctor Montoya Segura,Hibert Villegas,2,2,1
Dom,2022-06-26,13:15:00,U César Vallejo,4–0,Binacional,Ganó Local,Estadio Mansiche,Roberto Pérez,4,0,0
Dom,2022-06-26,15:30:00,Sport Huancayo,2–0,Universitario,Ganó Local,Estadio Huancayo,Joel Alarcón,2,0,0
Dom,2022-06-26,18:00:00,Alianza Lima,2–0,Ayacucho,Ganó Local,Estadio Alejandro Villanueva,Carlos Lozano,2,0,0
Lun,2022-06-27,15:30:00,USMP,1–1,Dep Municipal,Empate,Estadio Alberto Gallardo,Luis Ciriaco Liñan,1,1,1
Vie,2022-07-01,15:30:00,Ayacucho,1–2,Cantolao,Ganó Visitante,Estadio Ciudad de Cumaná,Joel Alarcón,1,2,2
Sáb,2022-07-02,13:00:00,Dep Municipal,1–4,U César Vallejo,Ganó Visitante,Estadio Iván Elías Moreno,Alejandro Villanueva,1,4,2
Sáb,2022-07-02,15:15:00,Cienciano,5–3,USMP,Ganó Local,Estadio Inca Garcilaso de la Vega,Julio Quiróz,5,3,0
Sáb,2022-07-02,18:00:00,Binacional,3–0,Carlos Stein,Ganó Local,Estadio Guillermo Briceño Rosamedina,Edwin Ordóñez,3,0,0
Dom,2022-07-03,12:00:00,Mannucci,1–3,Sporting Cristal,Ganó Visitante,Estadio Mansiche,Victor Cori,1,3,2
Dom,2022-07-03,15:00:00,ADT Tarma,1–1,Alianza Lima,Empate,Estadio Municipal Unión de Tarma,Daniel Ureta,1,1,1
Dom,2022-07-03,15:00:00,Alianza Atlético,0–0,Melgar,Empate,Estadio Municipal Melanio Coloma Calderó...,Michael Espinoza,0,0,1
Dom,2022-07-03,15:00:00,Sport Boys,2–3,Sport Huancayo,Ganó Visitante,Estadio Alberto Gallardo,Jesús Cartagena,2,3,2
Dom,2022-07-03,20:00:00,Universitario,1–0,UTC,Ganó Local,Estadio Monumental,Luis Garay Evia,1,0,0
Sáb,2022-07-09,13:00:00,Sporting Cristal,4–3,Sport Huancayo,Ganó Local,Estadio Alberto Gallardo,Hibert Villegas,4,3,0
Sáb,2022-07-09,15:15:00,Ayacucho,1–1,Dep Municipal,Empate,Estadio Ciudad de Cumaná,Fernando Legario,1,1,1
Sáb,2022-07-09,18:00:00,Cienciano,2–0,U César Vallejo,Ganó Local,Estadio Inca Garcilaso de la Vega,Beider Joel Vásquez Guevara,2,0,0
Dom,2022-07-10,13:00:00,Atlético Grau,1–2,Alianza Lima,Ganó Visitante,Estadio Municipal Bernales,David Huaman,1,2,2
Dom,2022-07-10,13:15:00,Mannucci,0–1,Melgar,Ganó Visitante,Estadio Mansiche,Sebastián Lozano,0,1,2
Dom,2022-07-10,15:00:00,ADT Tarma,1–0,Carlos Stein,Ganó Local,Estadio Municipal Unión de Tarma,Luis Garay Evia,1,0,0
Dom,2022-07-10,15:30:00,Universitario,1–1,Cantolao,Empate,Estadio Monumental,Gean Pierre Barbagelatta,1,1,1
Lun,2022-07-11,13:00:00,Sport Boys,3–0,UTC,Ganó Local,Estadio Iván Elías Moreno,Luis Seminario,3,0,0
Lun,2022-07-11,15:15:00,Binacional,4–0,USMP,Ganó Local,Estadio Guillermo Briceño Rosamedina,Pablo López,4,0,0
Vie,2022-07-15,15:30:00,Dep Municipal,0–0,Cienciano,Empate,Estadio Iván Elías Moreno,Wilfredo Blas,0,0,1
Sáb,2022-07-16,13:00:00,U César Vallejo,3–2,ADT Tarma,Ganó Local,Estadio Mansiche,James Huamaní,3,2,0
Sáb,2022-07-16,15:30:00,USMP,0–4,Universitario,Ganó Visitante,Estadio Alberto Gallardo,Jordy Espinoza,0,4,2
Sáb,2022-07-16,18:00:00,Sport Huancayo,1–1,Atlético Grau,Empate,Estadio Huancayo,Edwin Ordóñez,1,1,1
Dom,2022-07-17,11:00:00,Cantolao,1–0,Binacional,Ganó Local,Estadio Miguel Grau del Callao,Kevin Ortega,1,0,0
Dom,2022-07-17,13:00:00,Carlos Stein,2–2,Ayacucho,Empate,Estadio Víctor Montoya Segura,Michael Espinoza,2,2,1
Dom,2022-07-17,13:15:00,Alianza Lima,3–1,Sport Boys,Ganó Local,Estadio Alejandro Villanueva,Roberto Pérez,3,1,0
Dom,2022-07-17,15:30:00,Melgar,0–1,Sporting Cristal,Ganó Visitante,Estadio de la Universidad Nacional San A...,Joel Alarcón,0,1,2
Lun,2022-07-18,15:30:00,UTC,2–1,Alianza Atlético,Ganó Local,Estadio Héroes de San Ramón,Julio Quiróz,2,1,0
Vie,2022-07-22,15:00:00,Ayacucho,0–1,U César Vallejo,Ganó Visitante,Estadio Ciudad de Cumaná,Edwin Ordóñez,0,1,2
Sáb,2022-07-23,11:00:00,Alianza Atlético,3–1,Cantolao,Ganó Local,Estadio Municipal Melanio Coloma Calderó...,Michael Espinoza,3,1,0
Sáb,2022-07-23,13:00:00,Atlético Grau,3–1,UTC,Ganó Local,Estadio Municipal Bernales,Robin Segura Tuanama,3,1,0
Sáb,2022-07-23,13:15:00,Sport Boys,2–0,USMP,Ganó Local,Estadio Miguel Grau del Callao,Pablo López,2,0,0
Sáb,2022-07-23,15:30:00,Mannucci,0–1,Alianza Lima,Ganó Visitante,Estadio Mansiche,Luis Garay Evia,0,1,2
Sáb,2022-07-23,18:00:00,Melgar,1–0,Sport Huancayo,Ganó Local,Estadio de la Universidad Nacional San A...,Kevin Ortega,1,0,0
Dom,2022-07-24,15:00:00,ADT Tarma,0–1,Cienciano,Ganó Visitante,Estadio Municipal Unión de Tarma,Sebastián Lozano,0,1,2
Dom,2022-07-24,15:30:00,Universitario,2–0,Carlos Stein,Ganó Local,Estadio Monumental,Daniel Ureta,2,0,0
Dom,2022-07-24,18:00:00,Binacional,2–0,Dep Municipal,Ganó Local,Estadio Guillermo Briceño Rosamedina,Roberto Pérez,2,0,0
Mar,2022-07-26,13:00:00,Cantolao,1–2,Atlético Grau,Ganó Visitante,Estadio Iván Elías Moreno,Luis Seminario,1,2,2
Mar,2022-07-26,15:15:00,UTC,0–2,Sporting Cristal,Ganó Visitante,Estadio Héroes de San Ramón,Wilfredo Blas,0,2,2
Mar,2022-07-26,17:30:00,Sport Huancayo,4–0,Mannucci,Ganó Local,Estadio Huancayo,Fernando Legario,4,0,0
Mié,2022-07-27,11:00:00,Alianza Lima,1–0,Alianza Atlético,Ganó Local,Estadio Alejandro Villanueva,Alejandro Villanueva,1,0,0
Mié,2022-07-27,13:00:00,USMP,3–3,Ayacucho,Empate,Estadio Alberto Gallardo,Victor Cori,3,3,1
Mié,2022-07-27,15:00:00,Carlos Stein,3–2,Sport Boys,Ganó Local,Estadio Víctor Montoya Segura,Hibert Villegas,3,2,0
Mié,2022-07-27,15:15:00,Dep Municipal,1–0,ADT Tarma,Ganó Local,Estadio Iván Elías Moreno,Jesús Cartagena,1,0,0
Mié,2022-07-27,17:30:00,Cienciano,1–1,Binacional,Empate,Estadio Inca Garcilaso de la Vega,Joel Alarcón,1,1,1
Mié,2022-07-27,20:00:00,U César Vallejo,1–0,Universitario,Ganó Local,Estadio Mansiche,Jonathan Zamora,1,0,0
Vie,2022-07-29,15:30:00,Melgar,1–0,UTC,Ganó Local,Estadio de la Universidad Nacional San A...,Daniel Ureta,1,0,0
Sáb,2022-07-30,15:15:00,Ayacucho,0–1,Cienciano,Ganó Visitante,Estadio Ciudad de Cumaná,Luis Garay Evia,0,1,2
Sáb,2022-07-30,18:00:00,Universitario,0–1,Dep Municipal,Ganó Visitante,Estadio Monumental,Pablo López,0,1,2
Dom,2022-07-31,11:00:00,Alianza Atlético,2–1,Carlos Stein,Ganó Local,Estadio Municipal Melanio Coloma Calderó...,James Huamaní,2,1,0
Dom,2022-07-31,13:00:00,Mannucci,0–0,Cantolao,Empate,Estadio Mansiche,Jordy Espinoza,0,0,1
Dom,2022-07-31,13:00:00,Atlético Grau,1–0,USMP,Ganó Local,Estadio Municipal Bernales,Beider Joel Vásquez Guevara,1,0,0
Dom,2022-07-31,15:00:00,ADT Tarma,1–0,Binacional,Ganó Local,Estadio Municipal Unión de Tarma,Augusto Menéndez,1,0,0
Dom,2022-07-31,15:30:00,Sporting Cristal,0–0,Alianza Lima,Empate,Estadio Alberto Gallardo,Kevin Ortega,0,0,1
Lun,2022-08-01,13:00:00,Sport Boys,1–2,U César Vallejo,Ganó Visitante,Estadio Miguel Grau,Carlos Lozano,1,2,2
Sáb,2022-08-06,11:00:00,USMP,1–0,Alianza Atlético,Ganó Local,Estadio Monumental,Hibert Villegas,1,0,0
Sáb,2022-08-06,13:15:00,Cantolao,2–2,Sporting Cristal,Empate,Estadio Monumental,Julio Quiróz,2,2,1
Sáb,2022-08-06,15:30:00,Binacional,4–1,Ayacucho,Ganó Local,Estadio Guillermo Briceño Rosamedina,Roberto Pérez,4,1,0
Sáb,2022-08-06,18:00:00,Sport Huancayo,1–1,ADT Tarma,Empate,Estadio Huancayo,Micke Palomino,1,1,1
Dom,2022-08-07,11:00:00,U César Vallejo,0–1,Atlético Grau,Ganó Visitante,Estadio Mansiche,Robin Segura Tuanama,0,1,2
Dom,2022-08-07,13:15:00,Dep Municipal,2–2,Sport Boys,Empate,Estadio Iván Elías Moreno,Joel Alarcón,2,2,1
Dom,2022-08-07,15:30:00,Cienciano,1–0,Universitario,Ganó Local,Estadio Inca Garcilaso de la Vega,Jesús Cartagena,1,0,0
Sáb,2022-08-13,11:00:00,Sporting Cristal,3–2,Carlos Stein,Ganó Local,Estadio Monumental,Italo Gonzáles,3,2,0
Sáb,2022-08-13,13:15:00,Mannucci,3–2,USMP,Ganó Local,Estadio Mansiche,Sebastián Lozano,3,2,0
Sáb,2022-08-13,15:30:00,Ayacucho,1–2,ADT Tarma,Ganó Visitante,Estadio Ciudad de Cumaná,Augusto Menéndez,1,2,2
Dom,2022-08-14,11:00:00,Alianza Atlético,3–0,U César Vallejo,Ganó Local,Estadio Municipal Melanio Coloma Calderó...,Luis Garay Evia,3,0,0
Dom,2022-08-14,13:00:00,Atlético Grau,2–1,Dep Municipal,Ganó Local,Estadio Municipal Bernales,Daniel Ureta,2,1,0
Dom,2022-08-14,13:15:00,Sport Boys,2–1,Cienciano,Ganó Local,Estadio Iván Elías Moreno,Roberto Pérez,2,1,0
Dom,2022-08-14,15:30:00,Sport Huancayo,4–0,UTC,Ganó Local,Estadio Huancayo,Julio Quiróz,4,0,0
Sáb,2022-08-13,19:00:00,Universitario,2–0,Binacional,Ganó Local,Estadio Monumental,Kevin Ortega,2,0,0
Lun,2022-08-15,19:00:00,Melgar,3–1,Cantolao,Ganó Local,Estadio de la Universidad Nacional San A...,Hibert Villegas,3,1,0
Vie,2022-08-19,15:00:00,UTC,2–1,Ayacucho,Ganó Local,Estadio Héroes de San Ramón,Kevin Ortega,2,1,0
Sáb,2022-08-20,13:15:00,Dep Municipal,0–1,Alianza Atlético,Ganó Visitante,Estadio Iván Elías Moreno,Robin Segura Tuanama,0,1,2
Sáb,2022-08-20,15:30:00,Cienciano,2–2,Atlético Grau,Empate,Estadio Inca Garcilaso de la Vega,Sebastián Lozano,2,2,1
Dom,2022-08-21,11:00:00,Alianza Lima,1–0,Sport Huancayo,Ganó Local,Estadio Alejandro Villanueva,Joel Alarcón,1,0,0
Dom,2022-08-21,13:00:00,Carlos Stein,0–2,Melgar,Ganó Visitante,Estadio Víctor Montoya Segura,Daniel Ureta,0,2,2
